news_headline,news_article,news_category,full_text,clean_text,chunked_text
Was raped in Air Force: 1st US female fighter pilot to fly in combat,"US Senator Martha McSally, who was the first female US fighter pilot to fly in combat, has revealed she ""was preyed upon and raped by a superior officer"" while in the Air Force. Talking about how her attempt to share her experiences was handled, McSally said, ""Like many victims, I felt like the system was raping me all over again.""",world,"Was raped in Air Force: 1st US female fighter pilot to fly in combat. US Senator Martha McSally, who was the first female US fighter pilot to fly in combat, has revealed she ""was preyed upon and raped by a superior officer"" while in the Air Force. Talking about how her attempt to share her experiences was handled, McSally said, ""Like many victims, I felt like the system was raping me all over again.""",rap air force 1st us female fighter pilot fly combat us senator martha mcsally first female us fighter pilot fly combat reveal prey upon rap superior officer air force talk attempt share experience handle mcsally say like many victim feel like system rap,"(S
  raped/VBD
  (NP Air/NNP Force/NNP)
  :/:
  (NP 1st/CD US/NNP female/JJ fighter/NN pilot/NN fly/NN)
  (VP combat./VBP)
  (NP US/NNP Senator/NNP Martha/NNP McSally/NNP)
  ,/,
  first/RB
  (NP female/JJ US/NNP fighter/NN pilot/NN fly/NN combat/NN)
  ,/,
  (VP revealed/VBD)
  (NP ""/JJ preyed/VBN)
  (PP upon/IN)
  (NP
    raped/JJ
    superior/JJ
    officer/NN
    ""/NNP
    Air/NNP
    Force./NNP
    Talking/NNP
    attempt/NN
    share/NN)
  (VP experiences/VBZ handled/VBN)
  ,/,
  (NP McSally/NNP)
  (VP said/VBD)
  ,/,
  (NP ""/NNP)
  (PP Like/IN)
  (NP many/JJ victims/NNS)
  ,/,
  (VP felt/VBD)
  (PP like/IN)
  (NP system/NN raping/VBG)
  ./.
  (NP ""/NN))"
Pakistan names pilots who it claims shot down 2 Indian jets,"Pakistan's Foreign Minister Shah Mahmood Qureshi on Wednesday named Pakistan Air Force pilots who he claims downed two Indian jets. ""One Indian jet was shot down by Squadron Leader Hassan Siddiqui while other was downed by Wing Commander Nauman Ali Khan,"" Qureshi said. India said that it lost only one MiG-21 Bison and had shot down one Pakistani F-16 jet.",world,"Pakistan names pilots who it claims shot down 2 Indian jets. Pakistan's Foreign Minister Shah Mahmood Qureshi on Wednesday named Pakistan Air Force pilots who he claims downed two Indian jets. ""One Indian jet was shot down by Squadron Leader Hassan Siddiqui while other was downed by Wing Commander Nauman Ali Khan,"" Qureshi said. India said that it lost only one MiG-21 Bison and had shot down one Pakistani F-16 jet.",pakistan name pilot claim shoot 2 indian jet pakistan foreign minister shah mahmood qureshi wednesday name pakistan air force pilot claim two indian jet one indian jet shoot squadron leader hassan siddiqui wing commander nauman ali khan qureshi say india say lose one mig21 bison shoot one pakistani f16 jet,"(S
  (NP Pakistan/NNP names/NNS pilots/NNS claims/NNS)
  (VP shot/VBP)
  (NP
    2/CD
    Indian/JJ
    jets./NN
    Pakistans/NNP
    Foreign/NNP
    Minister/NNP
    Shah/NNP
    Mahmood/NNP
    Qureshi/NNP
    Wednesday/NNP)
  (VP named/VBD)
  (NP Pakistan/NNP Air/NNP Force/NNP pilots/NNS claims/NNS)
  (VP downed/VBD)
  (NP
    two/CD
    Indian/JJ
    jets./NN
    ""/NNP
    One/NNP
    Indian/NNP
    jet/NN
    shot/NN
    Squadron/NNP
    Leader/NNP
    Hassan/NNP
    Siddiqui/NNP)
  (VP downed/VBD)
  (NP Wing/NNP Commander/NNP Nauman/NNP Ali/NNP Khan/NNP)
  ,/,
  (NP ""/NNP Qureshi/NNP)
  (VP said./VBD)
  (NP India/NNP)
  (VP said/VBD lost/VBN)
  (NP one/CD MiG-21/NNP Bison/NNP)
  (VP shot/VBD)
  (NP one/CD Pakistani/NNP F-16/NNP jet/NN)
  ./.)"
"War averted because of timely, correct decisions: Pakistan PM","Pakistan PM Imran Khan has said that tensions with India have eased and added that it was because of ""timely and correct decisions"" that war was averted. Khan reportedly said the crackdown against terror organisations was not made under any pressure. His comments came as he addressed a meeting of the PTI parliamentary party on Wednesday.",world,"War averted because of timely, correct decisions: Pakistan PM. Pakistan PM Imran Khan has said that tensions with India have eased and added that it was because of ""timely and correct decisions"" that war was averted. Khan reportedly said the crackdown against terror organisations was not made under any pressure. His comments came as he addressed a meeting of the PTI parliamentary party on Wednesday.",war avert timely correct decision pakistan pm pakistan pm imran khan say tension india ease add timely correct decision war avert khan reportedly say crackdown terror organisation not make pressure comment come address meeting pti parliamentary party wednesday,"(S
  (NP War/NNP)
  (VP averted/VBD timely/RB)
  ,/,
  (NP correct/JJ decisions/NNS)
  :/:
  (NP Pakistan/NNP PM./NNP Pakistan/NNP PM/NNP Imran/NNP Khan/NNP)
  (VP said/VBD)
  (NP tensions/NNS India/NNP)
  (VP eased/VBD)
  (NP added/JJ ""/NNP)
  timely/RB
  (VP correct/VBP)
  (NP decisions/NNS ""/NNP war/NN averted./NN Khan/NNP)
  reportedly/RB
  (VP said/VBD)
  (NP crackdown/JJ terror/NN organisations/NNS)
  not/RB
  (VP made/VBN)
  (NP pressure./NN comments/NNS)
  (VP came/VBD)
  (NP
    addressed/JJ
    meeting/NN
    PTI/NNP
    parliamentary/NN
    party/NN
    Wednesday/NNP)
  ./.)"
Donald Trump mistakenly calls Apple CEO Tim Cook 'Tim Apple',"US President Donald Trump mistakenly called Apple CEO Tim Cook 'Tim Apple' at a conference in the White House. In videos that surfaced online, Tim Cook, who is sitting next to Trump, can be seen nodding after Trump's mistake. ""You have really put a big investment in our country. We really appreciate it very much, Tim Apple,"" Trump said.",world,"Donald Trump mistakenly calls Apple CEO Tim Cook 'Tim Apple'. US President Donald Trump mistakenly called Apple CEO Tim Cook 'Tim Apple' at a conference in the White House. In videos that surfaced online, Tim Cook, who is sitting next to Trump, can be seen nodding after Trump's mistake. ""You have really put a big investment in our country. We really appreciate it very much, Tim Apple,"" Trump said.",donald trump mistakenly call apple ceo tim cook tim apple us president donald trump mistakenly call apple ceo tim cook tim apple conference white house video surface online tim cook sit next trump see nod trump mistake really put big investment country really appreciate much tim apple trump say,"(S
  (NP Donald/NNP Trump/NNP)
  mistakenly/RB
  (VP calls/VBZ)
  (NP
    Apple/NNP
    CEO/NNP
    Tim/NNP
    Cook/NNP
    Tim/NNP
    Apple./NNP
    US/NNP
    President/NNP
    Donald/NNP
    Trump/NNP)
  mistakenly/RB
  (VP called/VBD)
  (NP
    Apple/NNP
    CEO/NNP
    Tim/NNP
    Cook/NNP
    Tim/NNP
    Apple/NNP
    conference/NN
    White/NNP
    House./NNP
    videos/NN)
  (VP surfaced/VBD)
  (NP online/NN)
  ,/,
  (NP Tim/NNP Cook/NNP)
  ,/,
  (VP sitting/VBG)
  (NP next/JJ Trump/NNP)
  ,/,
  (VP seen/VBN nodding/VBG)
  (NP Trumps/NNP mistake./NN ""/NNP)
  really/RB
  (VP put/VBD)
  (NP big/JJ investment/NN country./NN)
  really/RB
  (NP appreciate/JJ)
  much/RB
  ,/,
  (NP Tim/NNP Apple/NNP)
  ,/,
  (NP ""/NNP Trump/NNP)
  (VP said/VBD)
  ./.)"
"Pak claims to take over 182 madrasas in terror crackdown, detain 121","Pakistan has taken control of 182 madrasas (religious schools) and detained 121 people in a crackdown on banned militant organisations, the country's interior ministry said on Thursday. The ministry had detained 44 people, including Jaish-e-Mohammed chief Masood Azhar's brother Mufti Abdul Rauf by Tuesday. This comes days after Jaish-e-Mohammed carried out a suicide attack on CRPF jawans in J&K's Pulwama.  ",world,"Pak claims to take over 182 madrasas in terror crackdown, detain 121. Pakistan has taken control of 182 madrasas (religious schools) and detained 121 people in a crackdown on banned militant organisations, the country's interior ministry said on Thursday. The ministry had detained 44 people, including Jaish-e-Mohammed chief Masood Azhar's brother Mufti Abdul Rauf by Tuesday. This comes days after Jaish-e-Mohammed carried out a suicide attack on CRPF jawans in J&K's Pulwama.  ",pak claim take 182 madrasa terror crackdown detain 121 pakistan take control 182 madrasa religious school detain 121 people crackdown ban militant organisation country interior ministry say thursday ministry detain 44 people include jaish e mohammed chief masood azhar brother mufti abdul rauf tuesday come day jaish e mohammed carry suicide attack crpf jawan jks pulwama,"(S
  (NP Pak/NNP claims/NNS)
  (VP take/VBP)
  (NP 182/CD madrasas/NNS terror/JJ crackdown/NN)
  ,/,
  (VP detain/VBP)
  (NP 121./CD Pakistan/NNP)
  (VP taken/VBN)
  (NP control/NN 182/CD madrasas/NN)
  (/(
  (NP religious/JJ schools/NNS)
  )/)
  (VP detained/VBD)
  (NP 121/CD people/NNS)
  (VP crackdown/VBP banned/VBN)
  (NP militant/JJ organisations/NNS)
  ,/,
  (NP countrys/NN interior/JJ ministry/NN)
  (VP said/VBD)
  (NP Thursday./NNP ministry/NN)
  (VP detained/VBD)
  (NP 44/CD people/NNS)
  ,/,
  (VP including/VBG)
  (NP
    Jaish-e-Mohammed/JJ
    chief/JJ
    Masood/NNP
    Azhars/NNP
    brother/NN
    Mufti/NNP
    Abdul/NNP
    Rauf/NNP
    Tuesday./NNP)
  (VP comes/VBZ)
  (NP days/NNS Jaish-e-Mohammed/NNP)
  (VP carried/VBD)
  (NP suicide/JJ attack/NN CRPF/NNP)
  (VP jawans/VBZ)
  (NP J&Ks/NNP Pulwama./NNP))"
"Ex-lover, suspect in Indian-origin dentist murder, dies in BMW crash","The key suspect in the murder of a 32-year-old Indian-origin woman dentist in Australia's Sydney died in a BMW car crash on Monday. The dentist's body was found in a suitcase on Tuesday, two days after she went missing. Police had questioned her ex-boyfriend over the missing report after he travelled 400 kilometres to attend a dental conference with her.",world,"Ex-lover, suspect in Indian-origin dentist murder, dies in BMW crash. The key suspect in the murder of a 32-year-old Indian-origin woman dentist in Australia's Sydney died in a BMW car crash on Monday. The dentist's body was found in a suitcase on Tuesday, two days after she went missing. Police had questioned her ex-boyfriend over the missing report after he travelled 400 kilometres to attend a dental conference with her.",ex lover suspect indian origin dentist murder die bmw crash key suspect murder 32year old indian origin woman dentist australias sydney die bmw car crash monday dentist body find suitcase tuesday two day go miss police question ex boyfriend missing report travel 400 kilometre attend dental conference,"(S
  (NP Ex-lover/NNP)
  ,/,
  (NP suspect/JJ Indian-origin/NNP dentist/NN murder/NN)
  ,/,
  (VP dies/VBZ)
  (NP
    BMW/NNP
    crash./NN
    key/NN
    suspect/JJ
    murder/NN
    32-year-old/JJ
    Indian-origin/NNP
    woman/NN
    dentist/NN
    Australias/NNP
    Sydney/NNP)
  (VP died/VBD)
  (NP BMW/NNP car/NN crash/NN Monday./NNP)
  (VP dentists/VBZ)
  (NP body/NN)
  (VP found/VBD)
  (NP suitcase/NN Tuesday/NNP)
  ,/,
  (NP two/CD days/NNS)
  (VP went/VBD)
  (NP missing./JJ Police/NNP)
  (VP questioned/VBD)
  (NP ex-boyfriend/JJ missing/VBG report/NN)
  (VP travelled/VBD)
  (NP 400/CD kilometres/NNS)
  (VP attend/VBP)
  (NP dental/JJ conference/NN)
  ./.)"
Pakistan has made terrorism a state policy: Vice President Naidu,"Pakistan has made terrorism a state policy and is aiding, funding and training terrorists, Vice President M Venkaiah Naidu said. ""They (Pakistan) have been persuaded, they make public commitments, but never stop funding terrorism,"" the Vice President added. ""We don't want war, but can't be silent spectator to nonsense going on for a war,"" he further said.",world,"Pakistan has made terrorism a state policy: Vice President Naidu. Pakistan has made terrorism a state policy and is aiding, funding and training terrorists, Vice President M Venkaiah Naidu said. ""They (Pakistan) have been persuaded, they make public commitments, but never stop funding terrorism,"" the Vice President added. ""We don't want war, but can't be silent spectator to nonsense going on for a war,"" he further said.",pakistan make terrorism state policy vice president naidu pakistan make terrorism state policy aid funding training terrorist vice president venkaiah naidu say pakistan persuade make public commitment never stop fund terrorism vice president add not want war not silent spectator nonsense go war say,"(S
  (NP Pakistan/NNP)
  (VP made/VBD)
  (NP terrorism/NN state/NN policy/NN)
  :/:
  (NP Vice/NNP President/NNP Naidu./NNP Pakistan/NNP)
  (VP made/VBD)
  (NP terrorism/NN state/NN policy/NN aiding/NN)
  ,/,
  (VP funding/VBG)
  (NP training/NN terrorists/NNS)
  ,/,
  (NP Vice/NNP President/NNP Venkaiah/NNP Naidu/NNP said./NN ""/NNP)
  (/(
  (NP Pakistan/NNP)
  )/)
  (VP persuaded/VBD)
  ,/,
  (VP make/VB)
  (NP public/JJ commitments/NNS)
  ,/,
  never/RB
  (VP stop/VB)
  (NP funding/NN terrorism/NN)
  ,/,
  (NP ""/JJ Vice/NNP President/NNP)
  (VP added./VBD)
  (NP ""/NNP)
  not/RB
  (VP want/VB)
  (NP war/NN)
  ,/,
  (NP cannot/JJ silent/JJ spectator/NN nonsense/NN)
  (VP going/VBG)
  (NP war/NN)
  ,/,
  (NP ""/NNP)
  (VP said/VBD)
  ./.)"
We are expecting Saudi to invest $35 billion here: Bangladesh,"After meeting a visiting Saudi delegation on Thursday, Bangladesh Finance Minister AHM Mustafa Kamal said the country expects Saudi Arabia to invest $35 billion in infrastructure projects. However, he did not give a time frame for the investments. Last year, Bangladesh received $2.6 billion in remittances from 2.8 million of its citizens working in the kingdom.",world,"We are expecting Saudi to invest $35 billion here: Bangladesh. After meeting a visiting Saudi delegation on Thursday, Bangladesh Finance Minister AHM Mustafa Kamal said the country expects Saudi Arabia to invest $35 billion in infrastructure projects. However, he did not give a time frame for the investments. Last year, Bangladesh received $2.6 billion in remittances from 2.8 million of its citizens working in the kingdom.",expect saudi invest 35 billion bangladesh meet visit saudi delegation thursday bangladesh finance minister ahm mustafa kamal say country expect saudi arabia invest 35 billion infrastructure project however not give time frame investment last year bangladesh receive 2 6 billion remittance 2 8 million citizen work kingdom,"(S
  (VP expecting/VBG)
  (NP Saudi/NNP invest/JJS $/$ 35/CD billion/CD)
  :/:
  (NP Bangladesh./NNP meeting/VBG)
  (VP visiting/VBG)
  (NP Saudi/NNP delegation/NN Thursday/NNP)
  ,/,
  (NP
    Bangladesh/NNP
    Finance/NNP
    Minister/NNP
    AHM/NNP
    Mustafa/NNP
    Kamal/NNP)
  (VP said/VBD)
  (NP country/NN)
  (VP expects/VBZ)
  (NP Saudi/NNP Arabia/NNP)
  (VP invest/VB)
  (NP $/$ 35/CD billion/CD infrastructure/NN projects./NN)
  However/RB
  ,/,
  not/RB
  (NP give/JJ time/NN frame/NN investments./NN Last/JJ year/NN)
  ,/,
  (NP Bangladesh/NNP)
  (VP received/VBD)
  (NP
    $/$
    2.6/CD
    billion/CD
    remittances/NNS
    2.8/CD
    million/CD
    citizens/NNS)
  (VP working/VBG)
  (NP kingdom/NN)
  ./.)"
92-yr-old Queen Elizabeth posts on Instagram for 1st time using iPad,"Queen Elizabeth II posted her first ever post on Instagram on Thursday during a visit to London's Science Museum. The 92-year-old shared a letter sent by 19th-century mathematician and computer pioneer Charles Babbage to Queen Victoria's husband, Prince Albert. She published the post on Royal Family's official Instagram account using an iPad at the museum.",world,"92-yr-old Queen Elizabeth posts on Instagram for 1st time using iPad. Queen Elizabeth II posted her first ever post on Instagram on Thursday during a visit to London's Science Museum. The 92-year-old shared a letter sent by 19th-century mathematician and computer pioneer Charles Babbage to Queen Victoria's husband, Prince Albert. She published the post on Royal Family's official Instagram account using an iPad at the museum.",92yr old queen elizabeth post instagram 1st time use ipad queen elizabeth ii post first ever post instagram thursday visit london science museum 92year old share letter send 19th century mathematician computer pioneer charle babbage queen victorias husband prince albert publish post royal familys official instagram account use ipad museum,"(S
  (NP 92-yr-old/JJ Queen/NNP Elizabeth/NNP)
  (VP posts/VBZ)
  (NP Instagram/NNP 1st/CD time/NN)
  (VP using/VBG)
  (NP iPad./JJ Queen/NNP Elizabeth/NNP II/NNP)
  (VP posted/VBD)
  (NP first/JJ)
  ever/RB
  (NP
    post/NN
    Instagram/NNP
    Thursday/NNP
    visit/NN
    Londons/NNP
    Science/NNP
    Museum./NNP
    92-year-old/CD)
  (VP shared/VBD)
  (NP letter/NN)
  (VP sent/VBD)
  (NP
    19th-century/JJ
    mathematician/JJ
    computer/NN
    pioneer/NN
    Charles/NNP
    Babbage/NNP
    Queen/NNP
    Victorias/NNP
    husband/NN)
  ,/,
  (NP Prince/NNP Albert./NNP)
  (VP published/VBD)
  (NP
    post/NN
    Royal/NNP
    Familys/NNP
    official/NN
    Instagram/NNP
    account/NN)
  (VP using/VBG)
  (NP iPad/JJ museum/NN)
  ./.)"
400-year-old Japan temple unveils robot avatar of Buddhist Goddess,"A 400-year-old Kyoto-based temple has unveiled a robotic avatar of the Buddhist Goddess of Mercy, Kannon, in an attempt to keep the younger generation connected with Buddhism. Named 'Mindar', the robot can join its hands and move its eyes and torso while delivering 25-minute-long sermons to worshippers. The robot designers said the avatar has been made in a gender-neutral form.",world,"400-year-old Japan temple unveils robot avatar of Buddhist Goddess. A 400-year-old Kyoto-based temple has unveiled a robotic avatar of the Buddhist Goddess of Mercy, Kannon, in an attempt to keep the younger generation connected with Buddhism. Named 'Mindar', the robot can join its hands and move its eyes and torso while delivering 25-minute-long sermons to worshippers. The robot designers said the avatar has been made in a gender-neutral form.",400year old japan temple unveil robot avatar buddhist goddess 400year old kyoto base temple unveil robotic avatar buddhist goddess mercy kannon attempt keep young generation connect buddhism name mindar robot join hand move eye torso deliver 25minute long sermon worshipper robot designer say avatar make gender neutral form,"(S
  (NP 400-year-old/JJ Japan/NNP temple/NN unveils/NNS)
  (VP robot/VBP)
  (NP
    avatar/JJ
    Buddhist/NNP
    Goddess./NNP
    400-year-old/JJ
    Kyoto-based/JJ
    temple/NN)
  (VP unveiled/VBD)
  (NP robotic/JJ avatar/NN Buddhist/NNP Goddess/NNP Mercy/NNP)
  ,/,
  (NP Kannon/NNP)
  ,/,
  (NP attempt/NN)
  (VP keep/VB)
  (NP younger/JJR generation/NN)
  (VP connected/VBD)
  (NP Buddhism./NNP Named/NNP Mindar/NNP)
  ,/,
  (NP robot/NN join/NN hands/NNS)
  (VP move/VBP)
  (NP eyes/NNS)
  (PP torso/IN)
  (VP delivering/VBG)
  (NP 25-minute-long/JJ sermons/NNS)
  (VP worshippers./VBP)
  (NP robot/NN designers/NNS)
  (VP said/VBD)
  (NP avatar/NN)
  (VP made/VBD)
  (NP gender-neutral/JJ form/NN)
  ./.)"
16 killed in attack on construction company in Afghanistan,At least 16 people were killed after suicide bombers and gunmen attacked a construction company's office in the Afghan city of Jalalabad on Wednesday. Three gunmen opened fire after two suicide bombers blew themselves up outside the company's office. The three gunmen were killed in an exchange of fire with Afghan security forces that lasted more than five hours.,world,16 killed in attack on construction company in Afghanistan. At least 16 people were killed after suicide bombers and gunmen attacked a construction company's office in the Afghan city of Jalalabad on Wednesday. Three gunmen opened fire after two suicide bombers blew themselves up outside the company's office. The three gunmen were killed in an exchange of fire with Afghan security forces that lasted more than five hours.,16 kill attack construction company afghanistan least 16 people kill suicide bomber gunman attack construction companys office afghan city jalalabad wednesday three gunman open fire two suicide bomber blow outside companys office three gunman kill exchange fire afghan security force last five hour,"(S
  (NP
    16/CD
    killed/VBN
    attack/NN
    construction/NN
    company/NN
    Afghanistan./NNP)
  (VP least/VBD)
  (NP 16/CD people/NNS)
  (VP killed/VBN)
  (NP suicide/JJ bombers/NNS gunmen/NNS)
  (VP attacked/VBD)
  (NP
    construction/NN
    companys/NN
    office/NN
    Afghan/NNP
    city/NN
    Jalalabad/NNP
    Wednesday./NNP
    Three/NNP
    gunmen/NNS)
  (VP opened/VBD)
  (NP fire/NN two/CD suicide/NN bombers/NNS)
  (VP blew/VBD)
  (PP outside/IN)
  (NP companys/NN)
  (VP office./VBP)
  (NP three/CD gunmen/NNS)
  (VP killed/VBD)
  (NP exchange/NN fire/NN Afghan/NNP security/NN forces/NNS)
  (VP lasted/VBD)
  (NP five/CD hours/NNS)
  ./.)"
Food production in North Korea lowest in over a decade: UN,"The food production in North Korea last year fell to its lowest level for over a decade, according to the UN. It attributed annual shortfalls in agricultural production in North Korea to a shortage of arable land, lack of access to modern agricultural equipment and fertilisers, and recurrent natural disasters. An estimated 11 million people in North Korea are undernourished.",world,"Food production in North Korea lowest in over a decade: UN. The food production in North Korea last year fell to its lowest level for over a decade, according to the UN. It attributed annual shortfalls in agricultural production in North Korea to a shortage of arable land, lack of access to modern agricultural equipment and fertilisers, and recurrent natural disasters. An estimated 11 million people in North Korea are undernourished.",food production north korea low decade un food production north korea last year fall low level decade accord un attribute annual shortfall agricultural production north korea shortage arable land lack access modern agricultural equipment fertiliser recurrent natural disaster estimate 11 million people north korea undernourished,"(S
  (NP
    Food/NNP
    production/NN
    North/NNP
    Korea/NNP
    lowest/JJS
    decade/NN)
  :/:
  (NP
    UN./JJ
    food/NN
    production/NN
    North/NNP
    Korea/NNP
    last/JJ
    year/NN)
  (VP fell/VBD)
  lowest/JJS
  (NP level/NN decade/NN)
  ,/,
  (VP according/VBG)
  (NP UN./NNP)
  (VP attributed/VBD)
  (NP
    annual/JJ
    shortfalls/NNS
    agricultural/JJ
    production/NN
    North/NNP
    Korea/NNP
    shortage/NN
    arable/JJ
    land/NN)
  ,/,
  (VP lack/VB)
  (NP
    access/NN
    modern/JJ
    agricultural/JJ
    equipment/NN
    fertilisers/NNS)
  ,/,
  (NP recurrent/JJ natural/JJ disasters./NN)
  (VP estimated/VBD)
  (NP 11/CD million/CD people/NNS North/NNP Korea/NNP)
  (VP undernourished/VBD)
  ./.)"
Brazil's President criticised for sharing explicit video on Twitter,"Brazilian President Jair Bolsonaro has been criticised for sharing a video showing one man urinating on another at the annual street carnival. ""I don't feel comfortable showing it, but we have to expose the truth so the population are aware...This is what many street parties in the Brazilian Carnival have turned into"", Bolsonaro tweeted.",world,"Brazil's President criticised for sharing explicit video on Twitter. Brazilian President Jair Bolsonaro has been criticised for sharing a video showing one man urinating on another at the annual street carnival. ""I don't feel comfortable showing it, but we have to expose the truth so the population are aware...This is what many street parties in the Brazilian Carnival have turned into"", Bolsonaro tweeted.",brazil president criticise share explicit video twitter brazilian president jair bolsonaro criticise share video show one man urinate another annual street carnival not feel comfortable show expose truth population aware many street party brazilian carnival turn bolsonaro tweet,"(S
  (NP Brazils/NNP President/NNP)
  (VP criticised/VBD sharing/VBG)
  (NP
    explicit/JJ
    video/NN
    Twitter./NNP
    Brazilian/NNP
    President/NNP
    Jair/NNP
    Bolsonaro/NNP)
  (VP criticised/VBD sharing/VBG)
  (NP video/NN showing/VBG one/CD man/NN)
  (VP urinating/VBG)
  (NP another/DT annual/JJ street/NN carnival./NNS)
  (VP ""/MD not/RB feel/VB)
  (NP comfortable/JJ showing/NN)
  ,/,
  (NP expose/JJ truth/NN population/NN aware/JJ)
  .../:
  (NP many/JJ street/NN parties/NNS Brazilian/JJ Carnival/NNP)
  (VP turned/VBD)
  (NP ""/NNP)
  ,/,
  (NP Bolsonaro/NNP)
  (VP tweeted/VBD)
  ./.)"
Venezuela expels German ambassador for meddling in internal affairs,"Nicolás Maduro-led Venezuelan government on Wednesday expelled German ambassador to the country, Daniel Kriener, accusing him of meddling in internal affairs. Kriener was among the diplomats who travelled to Venezuela's main international airport on Monday to greet opposition leader Juan Guaidó, who returned after defying a travel ban. Germany has recognised Guaidó as interim Venezuelan President.",world,"Venezuela expels German ambassador for meddling in internal affairs. Nicolás Maduro-led Venezuelan government on Wednesday expelled German ambassador to the country, Daniel Kriener, accusing him of meddling in internal affairs. Kriener was among the diplomats who travelled to Venezuela's main international airport on Monday to greet opposition leader Juan Guaidó, who returned after defying a travel ban. Germany has recognised Guaidó as interim Venezuelan President.",venezuela expel german ambassador meddle internal affair nicola maduro lead venezuelan government wednesday expel german ambassador country daniel kriener accuse meddle internal affair kriener among diplomat travel venezuela main international airport monday greet opposition leader juan guaido return defy travel ban germany recognise guaido interim venezuelan president,"(S
  (NP Venezuela/NNP expels/JJ German/NNP ambassador/NN)
  (VP meddling/VBG)
  (NP
    internal/JJ
    affairs./NN
    Nicolas/NNP
    Maduro-led/NNP
    Venezuelan/NNP
    government/NN
    Wednesday/NNP)
  (VP expelled/VBD)
  (NP German/JJ ambassador/JJ country/NN)
  ,/,
  (NP Daniel/NNP Kriener/NNP)
  ,/,
  (VP accusing/VBG meddling/VBG)
  (NP internal/JJ affairs./NN Kriener/NNP)
  (PP among/IN)
  (NP diplomats/NNS)
  (VP travelled/VBD)
  (NP
    Venezuelas/NNP
    main/JJ
    international/JJ
    airport/NN
    Monday/NNP
    greet/NN
    opposition/NN
    leader/NN
    Juan/NNP
    Guaido/NNP)
  ,/,
  (VP returned/VBD defying/VBG)
  (NP travel/NN ban./NNS Germany/NNP)
  (VP recognised/VBD)
  (NP Guaido/NNP interim/JJ Venezuelan/NNP President/NNP)
  ./.)"
Chinese military activity rising in South China Sea: US,"The US has said it has observed a rise in Chinese military activity in the disputed South China Sea over the last year. ""It's a hazard to trade flows, the commercial activity, the financial information that flows on cables under"" the sea, Commander of US Indo-Pacific Command, Admiral Philip Davidson said. China claims nearly 90% of the South China Sea.",world,"Chinese military activity rising in South China Sea: US. The US has said it has observed a rise in Chinese military activity in the disputed South China Sea over the last year. ""It's a hazard to trade flows, the commercial activity, the financial information that flows on cables under"" the sea, Commander of US Indo-Pacific Command, Admiral Philip Davidson said. China claims nearly 90% of the South China Sea.",chinese military activity rise south china sea us us say observe rise chinese military activity dispute south china sea last year hazard trade flow commercial activity financial information flow cable sea commander us indo pacific command admiral philip davidson say china claim nearly 90 south china sea,"(S
  (NP Chinese/JJ military/JJ activity/NN)
  (VP rising/VBG)
  (NP South/NNP China/NNP Sea/NNP)
  :/:
  (NP US./NNP US/NNP)
  (VP said/VBD)
  (NP observed/JJ rise/NN Chinese/JJ military/JJ activity/NN)
  (VP disputed/VBD)
  (NP
    South/NNP
    China/NNP
    Sea/NNP
    last/JJ
    year./NN
    ""/NNP
    hazard/NN
    trade/NN)
  (VP flows/VBZ)
  ,/,
  (NP commercial/JJ activity/NN)
  ,/,
  (NP financial/JJ information/NN)
  (VP flows/VBZ)
  (NP cables/NNS ""/NNP sea/NN)
  ,/,
  (NP Commander/NNP US/NNP Indo-Pacific/NNP Command/NNP)
  ,/,
  (NP Admiral/NNP Philip/NNP Davidson/NNP)
  (VP said./VBD)
  (NP China/NNP claims/NNS)
  nearly/RB
  (NP 90/CD %/NN South/NNP China/NNP Sea/NNP)
  ./.)"
There are no gays in our country: Malaysian minister,Malaysia's Tourism Minister Datuk Mohamaddin Ketapi reportedly said that there are no gays in his country. His comment came as he responded to a question whether Malaysia is safe for gay and Jewish visitors. Malaysian Prime Minister Mahathir Mohamad had last year said his country cannot accept same-sex marriage or LGBT rights. ,world,There are no gays in our country: Malaysian minister. Malaysia's Tourism Minister Datuk Mohamaddin Ketapi reportedly said that there are no gays in his country. His comment came as he responded to a question whether Malaysia is safe for gay and Jewish visitors. Malaysian Prime Minister Mahathir Mohamad had last year said his country cannot accept same-sex marriage or LGBT rights. ,no gay country malaysian minister malaysias tourism minister datuk mohamaddin ketapi reportedly say no gay country comment come respond question whether malaysia safe gay jewish visitor malaysian prime minister mahathir mohamad last year say country not accept sex marriage lgbt right,"(S
  (NP no/DT gays/JJ country/NN)
  :/:
  (NP
    Malaysian/JJ
    minister./NN
    Malaysias/NNP
    Tourism/NNP
    Minister/NNP
    Datuk/NNP
    Mohamaddin/NNP
    Ketapi/NNP)
  reportedly/RB
  (VP said/VBD)
  (NP no/DT gays/NNS)
  (VP country./VBP)
  (NP comment/NN)
  (VP came/VBD)
  (NP responded/JJ question/NN)
  (PP whether/IN)
  (NP
    Malaysia/NNP
    safe/JJ
    gay/NN
    Jewish/NNP
    visitors./NN
    Malaysian/NNP
    Prime/NNP
    Minister/NNP
    Mahathir/NNP
    Mohamad/NNP
    last/JJ
    year/NN)
  (VP said/VBD)
  (NP country/NN cannot/NN)
  (PP accept/IN)
  (NP same-sex/JJ marriage/NN LGBT/NNP rights./NN))"
